=== DA_UAV_v1 loading log ===

Loaded:          1299
[WARN   ] cand21/seed6/none/dpcc-c: no per-rollout timing found — avg_time / fm_ms / proj_ms are NaN. The npz never carries timing; it needs diagnostics/*.json.
[WARN   ] cand21/seed6/none/dpcc-r: no per-rollout timing found — avg_time / fm_ms / proj_ms are NaN. The npz never carries timing; it needs diagnostics/*.json.
[WARN   ] cand21/seed6/none/dpcc-t: no per-rollout timing found — avg_time / fm_ms / proj_ms are NaN. The npz never carries timing; it needs diagnostics/*.json.
[WARN   ] cand26/seed6/none/fm_only: no per-rollout timing found — avg_time / fm_ms / proj_ms are NaN. The npz never carries timing; it needs diagnostics/*.json.
[WARN   ] cand27/seed6/none/fm_only: no per-rollout timing found — avg_time / fm_ms / proj_ms are NaN. The npz never carries timing; it needs diagnostics/*.json.
[SKIP   ] cand29/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/diffuser: key divergence_reason shape (10,) not tabular
[SKIP   ] cand29/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-c: key divergence_reason shape (10,) not tabular
[SKIP   ] cand29/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-c-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand29/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-c-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand29/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-r: key divergence_reason shape (10,) not tabular
[SKIP   ] cand29/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-r-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand29/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-r-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand29/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand29/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand29/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand30/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/diffuser: key divergence_reason shape (10,) not tabular
[SKIP   ] cand30/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-c: key divergence_reason shape (10,) not tabular
[SKIP   ] cand30/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-c-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand30/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-c-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand30/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-r: key divergence_reason shape (10,) not tabular
[SKIP   ] cand30/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-r-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand30/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-r-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand30/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand30/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand30/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-tightened: key divergence_reason shape (10,) not tabular
[WARN   ] cand31/seed6/corridor_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_new-c: HardFlow arm is DEGENERATE (K=1, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[WARN   ] cand31/seed6/corridor_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_new-r: HardFlow arm is DEGENERATE (K=1, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[WARN   ] cand31/seed6/corridor_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_new-t: HardFlow arm is DEGENERATE (K=1, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[WARN   ] cand32/seed6/corridor_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_new-c: HardFlow arm is DEGENERATE (K=2, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[WARN   ] cand32/seed6/corridor_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_new-r: HardFlow arm is DEGENERATE (K=2, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[WARN   ] cand32/seed6/corridor_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_new-t: HardFlow arm is DEGENERATE (K=2, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[WARN   ] cand35/seed6/corridor_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_new: HardFlow arm is DEGENERATE (K=1, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[WARN   ] cand35/seed6/corridor_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_new-c: HardFlow arm is DEGENERATE (K=1, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[WARN   ] cand35/seed6/corridor_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_new-t: HardFlow arm is DEGENERATE (K=1, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[WARN   ] cand37/seed6/corridor_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_new: HardFlow arm is DEGENERATE (K=2, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[WARN   ] cand37/seed6/corridor_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_new-c: HardFlow arm is DEGENERATE (K=2, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[WARN   ] cand37/seed6/corridor_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_new-t: HardFlow arm is DEGENERATE (K=2, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[SKIP   ] cand38/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/diffuser: key divergence_reason shape (10,) not tabular
[SKIP   ] cand38/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-c: key divergence_reason shape (10,) not tabular
[SKIP   ] cand38/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-c-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand38/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-c-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand38/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-r: key divergence_reason shape (10,) not tabular
[SKIP   ] cand38/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-r-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand38/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-r-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand38/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand38/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand38/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-tightened: key divergence_reason shape (10,) not tabular
[WARN   ] cand41/seed6/corridor_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_new: HardFlow arm is DEGENERATE (K=1, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[WARN   ] cand41/seed6/corridor_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_new-c: HardFlow arm is DEGENERATE (K=1, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[WARN   ] cand41/seed6/corridor_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_new-t: HardFlow arm is DEGENERATE (K=1, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[WARN   ] cand43/seed6/corridor_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_new: HardFlow arm is DEGENERATE (K=2, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[WARN   ] cand43/seed6/corridor_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_new-c: HardFlow arm is DEGENERATE (K=2, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[WARN   ] cand43/seed6/corridor_bounds+dynamics+geo_bounds+halfspace+obstacles/hardflow_new-t: HardFlow arm is DEGENERATE (K=2, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[SKIP   ] cand44/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/diffuser: key divergence_reason shape (10,) not tabular
[SKIP   ] cand44/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-c: key divergence_reason shape (10,) not tabular
[SKIP   ] cand44/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-c-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand44/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-c-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand44/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-r: key divergence_reason shape (10,) not tabular
[SKIP   ] cand44/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-r-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand44/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-r-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand44/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand44/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand44/seed6/corridor_hg_bounds+dynamics+geo_bounds+halfspace+obstacles/dpcc-t-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand46/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/diffuser: key divergence_reason shape (10,) not tabular
[SKIP   ] cand46/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-c: key divergence_reason shape (10,) not tabular
[SKIP   ] cand46/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-c-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand46/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-c-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand46/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-r: key divergence_reason shape (10,) not tabular
[SKIP   ] cand46/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-r-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand46/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-r-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand46/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand46/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-t-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand46/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-t-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand47/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/diffuser: key divergence_reason shape (10,) not tabular
[SKIP   ] cand47/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-c: key divergence_reason shape (10,) not tabular
[SKIP   ] cand47/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-c-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand47/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-c-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand47/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-r: key divergence_reason shape (10,) not tabular
[SKIP   ] cand47/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-r-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand47/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-r-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand47/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand47/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-t-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand47/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-t-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand48/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/diffuser: key divergence_reason shape (10,) not tabular
[SKIP   ] cand48/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-c: key divergence_reason shape (10,) not tabular
[SKIP   ] cand48/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-c-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand48/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-c-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand48/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-r: key divergence_reason shape (10,) not tabular
[SKIP   ] cand48/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-r-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand48/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-r-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand48/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand48/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-t-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand48/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-t-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand49/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/diffuser: key divergence_reason shape (10,) not tabular
[SKIP   ] cand49/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-c: key divergence_reason shape (10,) not tabular
[SKIP   ] cand49/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-c-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand49/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-c-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand49/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-r: key divergence_reason shape (10,) not tabular
[SKIP   ] cand49/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-r-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand49/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-r-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand49/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand49/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-t-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand49/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-t-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand50/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/diffuser: key divergence_reason shape (10,) not tabular
[SKIP   ] cand50/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-c: key divergence_reason shape (10,) not tabular
[SKIP   ] cand50/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-c-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand50/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-c-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand50/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-r: key divergence_reason shape (10,) not tabular
[SKIP   ] cand50/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-r-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand50/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-r-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand50/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand50/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-t-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand50/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/dpcc-t-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand50/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/hardflow_sls: key divergence_reason shape (10,) not tabular
[SKIP   ] cand50/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-c: key divergence_reason shape (10,) not tabular
[SKIP   ] cand50/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-c-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand50/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-r: key divergence_reason shape (10,) not tabular
[SKIP   ] cand50/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-r-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand50/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand50/seed6/pillars_hg_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-t-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand51/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/diffuser: key divergence_reason shape (10,) not tabular
[SKIP   ] cand51/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-c: key divergence_reason shape (10,) not tabular
[SKIP   ] cand51/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-c-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand51/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-c-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand51/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-r: key divergence_reason shape (10,) not tabular
[SKIP   ] cand51/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-r-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand51/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-r-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand51/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-t: key divergence_reason shape (10,) not tabular
[SKIP   ] cand51/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-t-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand51/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-t-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand51/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls: key divergence_reason shape (10,) not tabular
[WARN   ] cand51/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls: HardFlow arm is DEGENERATE (K=1, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[SKIP   ] cand51/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-c: key divergence_reason shape (10,) not tabular
[WARN   ] cand51/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-c: HardFlow arm is DEGENERATE (K=1, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[SKIP   ] cand51/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-c-geo_free: key divergence_reason shape (10,) not tabular
[WARN   ] cand51/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-c-geo_free: HardFlow arm is DEGENERATE (K=1, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[SKIP   ] cand51/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-r: key divergence_reason shape (10,) not tabular
[WARN   ] cand51/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-r: HardFlow arm is DEGENERATE (K=1, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[SKIP   ] cand51/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-r-geo_free: key divergence_reason shape (10,) not tabular
[WARN   ] cand51/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-r-geo_free: HardFlow arm is DEGENERATE (K=1, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[SKIP   ] cand51/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-t: key divergence_reason shape (10,) not tabular
[WARN   ] cand51/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-t: HardFlow arm is DEGENERATE (K=1, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[SKIP   ] cand51/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-t-geo_free: key divergence_reason shape (10,) not tabular
[WARN   ] cand51/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/hardflow_sls-t-geo_free: HardFlow arm is DEGENERATE (K=1, A=0.5, n_genuine=0) — this row is sample-then-project, not HardFlow. Do not label it a HardFlow result. See logs_in_develop/aggregated_hardflow_lowK/
[SKIP   ] cand52/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/diffuser: key divergence_reason shape (10,) not tabular
[SKIP   ] cand52/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-c: key divergence_reason shape (10,) not tabular
[SKIP   ] cand52/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-c-geo_free: key divergence_reason shape (10,) not tabular
[SKIP   ] cand52/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-c-tightened: key divergence_reason shape (10,) not tabular
[SKIP   ] cand52/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-r: key divergence_reason shape (10,) not tabular
[SKIP   ] cand52/seed6/pillars_bounds+dynamics+geo_bounds+obstacles/dpcc-r-geo_free: key divergence_reason shape (10,) not tabular
